_permit_type,work_description,address,permit_,_permit_type(2),work_description(2),address(2),permit_(2),b_ward
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY BRICK AND FRAME BUILDING AND MASONRY GARAGE.,1419 N Cleaver St,100482346,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPR 4A CONSTRUCTION, A NEW 13'-8"" X 10'-0"" OPEN METAL DECK, A NEW 1 STORY 2 CAR FRAME GARAGE 20' X 20' AS PER PLANS.",1419 N Cleaver St,100481921,2
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,1420 W School St,100495315,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE WITH ROOF DECK PER PLANS,1420 W School St,100495988,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK AND FRAME BUILDING AND MASONRY GARAGE.,1421 N Cleaver St,100482348,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPE 4A CONSTRUCTION, A NEW 13'-8"" X 10' OPEN METAL DECK, A NEW 1 STORY 2 CAR FRAME GARAGE 20'X 20' AS PER PLANS.",1421 N Cleaver St,100481924,2
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,1423 W Wolfram St,100527476,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY , SINGLE FAMILY RESIDENCE WITH BASEMENT & 2 CAR DETACHED PRIVATE GARAGE W ROOF DECK, EXTERIOR STAIR TO 3RD FLOOR DECK PER PLANS",1423 W Wolfram St,100528582,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK MIXED BUILDING.,1425 N Leavitt St,100499006,PERMIT - NEW CONSTRUCTION,"NEW 3 DU 3 STORY MASONRY BUILDING WITH BASEMENT, METAL DECK, AND ASPHALT PARKING AREA. PER PLANS",1425 N Leavitt St,100499157,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,1433 W Berteau Ave,100482023,PERMIT - NEW CONSTRUCTION,BUILD A SINGLE FAMILY RESIDENCE,1433 W Berteau Ave,100485410,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,1439 W Henderson St,100495320,PERMIT - NEW CONSTRUCTION,ERECT NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE PER PLANS,1439 W Henderson St,100495941,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,1444 W Lill Ave,100463059,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.********THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,1444 W Lill Ave,100463041,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE.,1451 W Wolfram St,100490959,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK; DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1451 W Wolfram St,100488886,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE.,1453 W Wolfram St,100476504,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY SINGLE FAMILY RESIDENCE W / BASEMENT & 2 CAR GARAGE WITH ROOF DECK.",1453 W Wolfram St,100475531,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH DETACHED FRAME GARAGE.,1454 W Wellington Ave,100481806,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE. PER PLANS",1454 W Wellington Ave,100479129,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY RESIDENCE.,1458 W Byron St,100535750,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY , IIIB MASONRY SINGLE FAMILLY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",1458 W Byron St,100535633,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY MASONRY SINGLE FAMILY RESIDENCE.,1461 W Augusta Blvd,100449553,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION 3 DWELLING UNIT MASONRY BUILDING.,1461 W Augusta Blvd,100450004,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A AN EXISTING 1 1\2 STORY FRAME BUILDING.,1472 W Byron St,100525964,PERMIT - NEW CONSTRUCTION,"**CERTIFIED PLAN CORRECTIONS** -  NEW CONSTRUCTION 5 RESIDENTIAL DWELLING UNITS, SOLID MASONRY AND TWO GARAGES WITH ROOF DECKS.    (Subject to field inspection)",1472 W Byron St,100521828,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE.,1503 W Wellington Ave,100516618,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,1503 W Wellington Ave,100516475,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME 2 UNIT RESIDENTIAL BUILDING (FRONT).,1516 W Wellington Ave,100526234,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE PER PLANS",1516 W Wellington Ave,100529887,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME 2 UNIT RESIDENTIAL BUILDING (COAH HOUSE).,1516 W Wellington Ave,100526236,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY , IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE PER PLANS",1516 W Wellington Ave,100529887,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MASONRY RESIDENCE AND DETACHED MASONRY GARAGE,1518 W Henderson St,100539759,PERMIT - NEW CONSTRUCTION,THREE STORY FULLY SPRINKLERED IVA SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE WITH ROOF DECK  PERPLANS,1518 W Henderson St,100541309,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1523 W Oakdale Ave,100494908,PERMIT - NEW CONSTRUCTION,"ERECT 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS",1523 W Oakdale Ave,100492946,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SFR.,1525 W Fry St,100522457,PERMIT - NEW CONSTRUCTION,"ERECT NEW 3 STORY, III-B, 3DU APARTMENT BUILDING W/ BASEMENT AND ROOF DECK AND DETACHED 3 CAR, III-B PRIVATE GARAGE W/ROOF DECK AS PER PLANS",1525 W Fry St,100521727,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME MULTI UNIT RESIDENCE AND DETACHED FRAME GARAGE,1529 W Roscoe St,100485292,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY ,IIIB MASONRY 2 UNIT APARMENT BUILDING WIYH A 2 CAR GARAGE",1529 W Roscoe St,100482493,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME HOUSE WITH DETACHED FRAME GARAGE.,1530 W Oakdale Ave,100539973,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK AND DETATCHED FRAME 2 CAR GARAGE (4A CONSTRUCTION),1530 W Oakdale Ave,100547134,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1532 W Nelson St,100496199,PERMIT - NEW CONSTRUCTION,ERECT A 2 STORY FRAME IVA SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS,1532 W Nelson St,100506867,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK WITH DETACHED GARAGE.,1534 W Walton St,100527469,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",1534 W Walton St,100525879,1
PERMIT - WRECKING/DEMOLITION,ERECT A 2 STORY BRICK BUILDING,1536 W Walton St,100496995,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.",1536 W Walton St,100525898,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE.,1540 W Addison St,100473033,PERMIT - NEW CONSTRUCTION,NEW 3 UNIT MASONRY BUILDING WITH 3 CAR GARAGE AND ROOF DECK,1540 W Addison St,100480235,44
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1543 W Diversey Pkwy,100526495,PERMIT - NEW CONSTRUCTION,NEW 3 UNIT APARTMENT BUILDING WITH 3 CAR GARAGE PER PLANS,1543 W Diversey Pkwy,100527114,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A SINGLE FAMILY RESIDENCE.,1543 W Fry St,100528667,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT MASONRY 3 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.",1543 W Fry St,100529011,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING,1545 W Fry St,100487608,PERMIT - NEW CONSTRUCTION,"ERECT 4 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, ATTACHED MASONRY 4 CAR GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK, 6' HIGH MASONRY FENCED AND 7'8"" BY 4'-0""TRASH ENCLOSURE  AS PER PLAN.",1545 W Fry St,100479161,1
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE,1545 W Montana St,100518366,PERMIT - NEW CONSTRUCTION,NEW RESIDENTIAL CONSTRUCTIONS 3 DWELLING UNITS AND DETACHED GARAGE AS PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1545 W Montana St,100514138,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK BUIDLING AND GARAGE.,1550 N Honore St,100545142,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT MASONRY 2 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",1550 N Honore St,100543687,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY MASONRY COMMERCIAL BUILDING,1551 N Kingsbury St,100490665,PERMIT - NEW CONSTRUCTION,"ERECT 1 STORY RETAIL BANK WITH 1,526 SF VEGETATED ROOF AREA.",1551 N Kingsbury St,100500613,27
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE,1613 S Ruble St,100518130,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,1613 S Ruble St,100532077,11
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK BUILDING & 1 STORY FRAME GARAGE,1614 N Honore St,100516598,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY  IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE.,1614 N Honore St,100516975,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1622 W Nelson St,100479553,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH TWO CAR DETACHED GARAGE W/ROOF DECK PER PLANS,1622 W Nelson St,100475468,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE SINGLE FAMILY HOUSE,1623 N Rockwell St,100457029,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN,1623 N Rockwell St,100447162,1
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1627 N Wood St,100507136,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1627 N Wood St,100510048,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING & 1 STORY FRAME GARAGE,1629 W Wolfram St,100516610,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE PER PLANS",1629 W Wolfram St,100515724,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE & 1 STORY BRICK DETACHED GARAGE,1641 N Claremont Ave,100473800,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH TWO CAR DETACHED GARAGE WITH ROOF DECK PER PLANS **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,1641 N Claremont Ave,100463647,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME HOUSE,1645 N Wood St,100452336,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1645 N Wood St,100456017,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 2 1\2 STORY FRAME RESIDENCE,1649 W Grace St,100525965,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BRICK VENEER AND BASEMENT WITH A DETACHED FOUR CAR BRICK GARAGE WITH ROOF DECK AS PER PLANS,1649 W Grace St,100524657,47
PERMIT - WRECKING/DEMOLITION,WRECK\REMOVE A SFR & GARAGE.,1651 N Oakley Ave,100510676,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,1651 N Oakley Ave,100505296,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,1651 W Carmen Ave,100541358,PERMIT - NEW CONSTRUCTION,SELF CERTIFIED: NEW 2 STORY 3715.4 SQ. FT. FRAME S.F.R. WITH BASEMENT. NEW OPEN WOOD 93.2 SQ. FT. FRONT PORCH. NEW 2 CAR 373.8 SQ. FT. FRAME GARAGE.,1651 W Carmen Ave,100540945,40
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK BUILDING,1660 N Claremont Ave,100483961,PERMIT - NEW CONSTRUCTION,"**SELF CERTIFICATION PROJECT** - ERECT A NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT TYPE 4A CONSTRUCTION...NEW OPEN METAL DECK 9'10"" X 23'-2""..ERECT A NEW 3 CAR FRAME GARAGE 26'-6"" X 22'-0"" AS PER PLANS.  (Subject to audit & field inspection)",1660 N Claremont Ave,100482132,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY FRAME RESIDENCE,1700 W Erie St,100489123,PERMIT - NEW CONSTRUCTION,ERECT A NEW TWO-STORY SINGLE-FAMILY RESIDENCE WITH FULL BASEMENT AND GARAGE PER PLANS,1700 W Erie St,100498423,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK HOUSE.,1708 N Damen Ave,100527591,PERMIT - NEW CONSTRUCTION,"ERECT A MIX USE 1 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH 1ST FLOOR OFFICE (3B CONSTRUCTION), 6' HIGH MASONRY TRASH ENCLOSURE AS PER PLAN.",1708 N Damen Ave,100524387,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK COACH HOUSE,1708 N Damen Ave,100532226,PERMIT - NEW CONSTRUCTION,"ERECT A MIX USE 1 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH 1ST FLOOR OFFICE (3B CONSTRUCTION), 6' HIGH MASONRY TRASH ENCLOSURE AS PER PLAN.",1708 N Damen Ave,100524387,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A COACH HOUSE,1710 N Mohawk St,100460319,PERMIT - NEW CONSTRUCTION,**SELF CERTIFICATION** ERECT A SINGLE FAMILY RESIDENCE WITH DETACHED THREE CAR GARAGE AS PER PLANS.,1710 N Mohawk St,100455531,43
PERMIT - WRECKING/DEMOLITION,ERECT A 2 STORY BRICK BUILDING WITH DETACHED GARAGE,1716 N Wood St,100496994,PERMIT - NEW CONSTRUCTION,NEW MASONRY DETACHED GARAGE FOR 2-STORY SINGLE FAMILY HOME AS PER ARCHITECTURAL PLANS,1716 N Wood St,100527733,32
PERMIT - WRECKING/DEMOLITION,ERECT A 2 STORY BRICK BUILDING WITH DETACHED GARAGE,1716 N Wood St,100496994,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION PROGRAM- NEW CONSTRUCTION SINGLE FAMILY RESIDENCE, 2 STORY IIIB CONSTRUCTION HOUSE WITH BASEMENT, NEW REAR PORCH AND NEW MASONRY GARAGE.******THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*****",1716 N Wood St,100498120,32
PERMIT - WRECKING/DEMOLITION,DEMO 2 STORY FRAME RESIDENCE.,1720 N Mohawk St,100503276,PERMIT - NEW CONSTRUCTION,"NEW MASONRY SINGLE FAMILY RESIDENCE, 3 STORIES WITH BASEMENT AND DETACHED GARAGE. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",1720 N Mohawk St,100483307,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY MULTI FAMILY FRAME RESIDENCE & GARAGE.,1721 N Rockwell St,100504258,PERMIT - NEW CONSTRUCTION,NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW TWO CAR GARAGE PER PLANS. NEW 150 FL OF 6 FT HIGH WOOD FENCE.,1721 N Rockwell St,100504984,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME BUILDING.,1721 N Washtenaw Ave,100454365,PERMIT - NEW CONSTRUCTION,ERECT NEW 2-STORY FRAME SINGLE FAMILY RESIDENCE AND 2 CAR FRAME GARAGE PER APPROVED PLANS******THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******,1721 N Washtenaw Ave,100453900,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1722 W Belmont Ave,100516850,PERMIT - NEW CONSTRUCTION,ERECT 4 STORY MASONRY BUILDING. THREE DWELLING UNITS WITH COMMERCIAL (OFFICE) SPACE  AS PER PLANS.,1722 W Belmont Ave,100513407,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE.,1722 W Melrose St,100509500,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,1722 W Melrose St,100511689,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY RESIDENCE & GARAGE.,1723 N Rockwell St,100504259,PERMIT - NEW CONSTRUCTION,NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW TWO CAR FRAME GARAGE PER PLANS. NEW 6 FT HIGH WOOD FENCE.,1723 N Rockwell St,100504993,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME RESIDENCE ( COACH HOUSE) AND DETACHED FRAME GARAGE,1724 N Drake Ave,100542984,PERMIT - NEW CONSTRUCTION,NEW TWO STORY FRAME SFR WITH BASEMENT AND OPEN FRAME FRONT PORCH. NEW REAR WOOD DECK AND A DETACHED TWO CAR FRAME GARAGE AS PER PLANS,1724 N Drake Ave,100544608,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE.,1726 N Wolcott Ave,100539098,PERMIT - NEW CONSTRUCTION,"TWO STORY IIIB  MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT, ROOFTOP STAIRWAY ENCLOSURE AND DETACHED TWO CAR MASONRY GARAGE WITH OUTDOOR FIREPLACE PER PLAN",1726 N Wolcott Ave,100534353,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE.,1727 N Rockwell St,100504256,PERMIT - NEW CONSTRUCTION,NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW TWO CAR GARAGE PER PLANS. NEW 200 LF OF 6FT HIGH WOOD FENCE,1727 N Rockwell St,100505010,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,1727 N Washtenaw Ave,100510828,PERMIT - NEW CONSTRUCTION,ERECT NEW 3 STORY SPLIT-LEVEL FRAME SINGLE FAMILY RESIDENCE WITH NEW PRIVATE 2-CAR FRAME GARAGE PER APPROVED PLANS   **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,1727 N Washtenaw Ave,100501854,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1728 N Mozart St,100482518,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1728 N Mozart St,100481987,1
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,1729 W Barry Ave,100492051,PERMIT - NEW CONSTRUCTION,ERECT A TWO STORY IVA FRAME SINGLE FAMILY RESIDENCE AND ERECT DETACHED 2-CAR PRIVATE GARAGE WITH ROOF DECK,1729 W Barry Ave,100489443,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,1731 N Richmond St,100468697,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH GARAGE ROOF TOP DECK AS PER PLAN.,1731 N Richmond St,100467918,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,1731 W Nelson St,100479068,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1731 W Nelson St,100478965,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME APARTMENT BUILDING WITH ONE STORY FRAME GARAGE.,1734 W Augusta Blvd,100484720,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITHOUT ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",1734 W Augusta Blvd,100484289,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME 2 FLAT.,1734 W Fletcher St,100514612,PERMIT - NEW CONSTRUCTION,NEW FRAME CONSTRUCTION  2 STORY + BSMT SINGLE FAMILY RESIDENCE AND DETACHED GARAGE PER PLANS    **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,1734 W Fletcher St,100514986,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SFR WITH DETACHED GARAGE.,1736 N Campbell Ave,100477636,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1736 N Campbell Ave,100477741,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 3 STORY FRAME RESIDENCE,1740 W Julian St,100476343,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION)  WITH ROOF TOP DECK AS PER PLAN.,1740 W Julian St,100475936,2
