_permit_type,work_description,address,permit_,issue_date,_permit_type(2),work_description(2),address(2),permit_(2),issue_date(2),b_ward,b_communityarea
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK COMMERCIAL BUILDING.,7742 W Higgins Ave,100079898,02/27/2006,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY MASONRY BUILDIGN WITH COMMERCIAL ON GROUND FLOOR AND 8 DUS, DRIVEWAY, DETACHED MASONRY GRARAGE, FENCE AND TRASH ENCLOSURE (conditional permit pending wracking permit within 30 days of permit issuance)",7742 W Higgins Ave,100081691,02/24/2006,41,36
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY FRAME RESIDENCE WITH A GARAGE.,10851 S Troy St,100083924,02/27/2006,PERMIT - NEW CONSTRUCTION,"ERECT A NEW ONE STORY BI-LEVEL SINGLE FAMILY RESIDENCE PER PLANS WITH PARTIAL BASEMENT.  CONDITIONAL PERMIT, PENDING WRECKING PERMIT BEING ISSUED WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO FIELD INSPECTION. - Loc = ; - BCA15 = 7/; - BCA20 = 11/; - BCA>20 = 1/; - Motors = 2/4840; - SVC1 = 1/120/240/1/3/200; - CDLVS1 = PHONE//1; - CDLVS2 = CABLE//1; - Req-Fire-Alm = N; - Req-Em-Sys = N; - Req-Maint = N;",10851 S Troy St,100088905,01/23/2006,19,73
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE.,11033 S Spaulding Ave,100086413,02/28/2006,PERMIT - NEW CONSTRUCTION,"Erect new 2 story brick/frame S.F.R. with basement and a two car concrete slab on grade at rear.  Conditional Permit, pending wrecking permit being issued within 30 days of this permit issuance. - Loc = ; - BCA15 = 20/; - BCA20 = 6/; - BCA>20 = 2/; - Applinc = 3/4500; - SVC1 = 1/120/240/1/3/200; - CDLVS1 = INTCOM/3/; - CDLVS2 = PHONE/3/; - Req-Fire-Alm = N; - Req-Em-Sys = N; - Req-Maint = N; - Resident = BRIAN MURPHY; - Phone1 = (773)504-1813;",11033 S Spaulding Ave,100087767,01/04/2006,19,73
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE A ONE STORY S.F.R. WITH GARAGE,2915 N Nagle Ave,100094322,02/28/2006,PERMIT - NEW CONSTRUCTION,new one story w/basement single family house,2915 N Nagle Ave,100090387,03/14/2006,36,19
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK SINGLE FAMILY RES WITH GARAGE,6108 N Forest Glen Ave,100092322,02/28/2006,PERMIT - NEW CONSTRUCTION,"Erect new 2 story single family frame residence with brick veneer with detached frame garage as per plans. CONDITIONAL PERMIT PENDING FIELD VERIFICATION.  IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS OF THE DATE PRINTED ON THIS PERMIT.",6108 N Forest Glen Ave,100093507,02/03/2006,39,12
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH GARAGE,1438 W Farwell Ave,100091365,03/01/2006,PERMIT - NEW CONSTRUCTION,erect 3 story masonry building 6 dwelling units (conditional permit pending wracking permit 30 days from permit issuance),1438 W Farwell Ave,100087267,02/10/2006,49,10
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME TWO STORY TWO FLAT AND GARAGE.,5529 W Edmunds St,100090780,03/01/2006,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY 8 DWELLING UNITS WITH BASEMENT AND detached  GARAGE AS PER PLANS.,5529 W Edmunds St,100046701,03/07/2006,45,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BUILDING,1645 N Honore St,100093894,03/01/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 3 STORY MASONRY SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR MASONRY GARAGE AS PER PLANS.  CONDITIONAL PERMIT PENDING FIELD VERIFICATION. IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS OF THE DATE PRINTED ON THIS PERMIT.",1645 N Honore St,100094217,02/07/2006,32,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH A GARAGE.,4122 N Mozart St,100083940,03/02/2006,PERMIT - NEW CONSTRUCTION,"Erect new 2 story single family home with basment, rear porch and stairs and 2 car detached garage.  Conditional Permit, pending wrecking permit being issued within 30 days of this permit issuance and subject to field inspection.",4122 N Mozart St,100079642,01/26/2006,33,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK SINGLE FAMILY RESIDENCE.,4539 N Kenneth Ave,100096026,03/02/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY WOOD FRAME SINGLE FAMILY RESIDENCE WITH DETACHED WOOD FRAME GARAGE.CONDITIONAL PERMIT PENDING WRECKING PERMIT ISSUANCE WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO SITE INSPECTION,4539 N Kenneth Ave,100095605,02/27/2006,39,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK BUILDING WITH GARAGE,2651 W Haddon Ave,100091772,03/02/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 3 STORY 3 D.U. MASONRY BUILDING WITH DETACHED 3 CAR MASONRY GARAGE.  CONDITIONAL PERMIT, PENDING WRECKING PERMIT BEING ISSUED WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO FIELD INSPECTION. - Loc = ; - BCA15 = 55/; - BCA20 = 24/; - BCA>20 = 3/; - SVC1 = 1/120/240/1/3/400; - CDLVS1 = CABLE//3; - CDLVS2 = PHONE//3; - Req-Fire-Alm = N; - Req-Em-Sys = N; - Req-Maint = N;",2651 W Haddon Ave,100087859,02/06/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK SINGLE FAMILY RESIDENCE,2310 W Sunnyside Ave,100093340,03/03/2006,PERMIT - NEW CONSTRUCTION,new masonry IIB construction single family residence + masonry detached garage. CONDITIONAL PERMIT PENDING WRECKING PERMIT ISSUANCE WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO SITE INSPECTION.,2310 W Sunnyside Ave,100090852,02/27/2006,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A  SINGLE FAMILY RESIDENCE.,5510 N Normandy Ave,100093351,03/03/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR FRAME GARAGE CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION,5510 N Normandy Ave,100093969,03/24/2006,41,36
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK SINGLE FAMILY RESIDENCE,2306 W Sunnyside Ave,100093343,03/03/2006,PERMIT - NEW CONSTRUCTION,New masonry IIB construction single family residence + masonry detached garage. CONDITIONAL PERMIT PENDING WRECKING PERMIT ISSUANCE WITHIN 30DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO SITE INSPECTION.,2306 W Sunnyside Ave,100090847,02/27/2006,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVAL OF A THREE (3) STORY FIVE (5) UNIT RESIDENTIAL BUILING AND UNATTACHED GARAGE,2021 N Howe St,100097134,03/07/2006,PERMIT - NEW CONSTRUCTION,Erect new 3B masonry single family residence with basement and detached garage with roof deck per plans. CONDITIONAL PERMIT SUBJECT TO SITE INSPECTION.,2021 N Howe St,100102299,04/03/2006,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY COMMERCIAL BUILDING,2847 N Pulaski Rd,100097270,03/08/2006,PERMIT - NEW CONSTRUCTION,ERECT FOUR STORY 6 D.U.+ 2COMM. BUILDING PER PLANS. (prototype 5055-57 N. Clark St),2847 N Pulaski Rd,100098909,04/17/2006,30,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY SFR,5556 S Menard Ave,100074583,03/08/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY IVA FRAME WITH BRICK VENEER SINGLE FAMILY RESIDENCE W/BASEMENT AND DETACHED TWO CAR GARAGE PER PLANS.(SUBJECT TO FIELD VERIFICATION FAST TRACK),5556 S Menard Ave,100110518,05/03/2006,23,53
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1 STORY BRICK COMMERCIAL BUILDING.,6500 S Western Ave,100097269,03/08/2006,PERMIT - NEW CONSTRUCTION,"Erect 1 Story, Type I-C Construction Retail/Professional Building as per prototype Permit #1010949 at 5259 S. Ashland. THIS IS A COND. PERMIT SUBJECT TO REVIEW ON SITE.WRECKING PERMIT MUST BE OBTAINED BEFORE CONSTRUCTION BEGINS.",6500 S Western Ave,100081676,02/02/2006,16,64
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVAL OF A 1 1/2 STORY FRAME SINGLE FAMILY RESIDENCE,2856 S Keeley St,100097199,03/09/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 2 STORY MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE AS PER PLANS. CONDITIONAL PERMIT PENDING WRACKING PERMIT WITHIN 30 DAYS OF PERMIT ISSUANCE.,2856 S Keeley St,100109989,05/01/2006,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME WITH A BASEMENT.,2833 W Lyndale St,100097709,03/09/2006,PERMIT - NEW CONSTRUCTION,"erect new 3 story, 3 dwelling unit masonry building as per plans",2833 W Lyndale St,100101402,04/13/2006,1,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY BRICK,1621 W Pierce Ave,100091333,03/09/2006,PERMIT - NEW CONSTRUCTION,"ERECT 2 D.U. MASONRY BUILDING WITH DETACHED 2 CAR MASONRY GARAGE. Conditional Permit Subject to Field Inspection. IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS OF THE DATE PRINTED ON THIS PERMIT.",1621 W Pierce Ave,100092888,02/14/2006,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK WITH GARAGE,726 W Schubert Ave,100091330,03/09/2006,PERMIT - NEW CONSTRUCTION,"ERECT 8 D.U. MASONRY BUILDING WITH 3 CAR AND 5 CAR DETACHED MASONRY GARAGES, 6' HIGH 8'-6"" X 4'-4"" MASONRY TRASH ENCLOSURE, 6' HIGH 47' LONG WOOD FENCE",726 W Schubert Ave,100090637,04/28/2006,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING,1833 W Huron St,100085189,03/10/2006,PERMIT - NEW CONSTRUCTION,"Two story, single family residence w/ basement & detached garage. solid masonry construction type 3b. THIS IS A COND. PERMIT SUBJECT TO REVIEW ON SITE.WRECKING PERMIT MUST BE OBTAINED BEFORE CONSTRUCTION STARTS.",1833 W Huron St,100086367,02/10/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING,830 N Ashland Ave,100081144,03/10/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 4 STORY MIXED USE MASONRY BUILDING, 5 DWELLING UNITS, 2 GROUND FLOOR COMMERCIAL UNITS.",830 N Ashland Ave,100096378,03/31/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE WITH GARAGE,2849 S Keeley St,100093409,03/13/2006,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY BRICK SINGLE FAMILY RESIDENCE WITH BASMENT PER PLANS.  CONDITIONAL PERMIT, PENDING WRECKING PERMIT BEING ISSUED WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO FIELD INSPECTION.",2849 S Keeley St,100093139,02/22/2006,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK 2 STORY W/GARAGE,2035 W Hutchinson St,100091334,03/13/2006,PERMIT - NEW CONSTRUCTION,"Erect new 2 story masonry single family home with detached masonry garage per plans. CONDITIONAL PERMIT PENDING FIELD VERIFICATION.  IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON THE SITE WITHIN 30 DAYS OF THE DATE PRINTED ON THIS PERMIT.",2035 W Hutchinson St,100088220,01/25/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK COMMERCIAL RESIDENCE.,2845 S Keeley St,100093388,03/13/2006,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY BRICK SINGLE FAMILY RESIDENCE WITH BASEMENT PER PLANS.  CONDITIONAL PERMIT, PENDING WRECKING PERMIT BEING ISSUED WITHIN 30 DAYS OF THIS PERMIT ISSUANCE, AND SUBJECT TO FIELD INSPECTION.",2845 S Keeley St,100093117,02/22/2006,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A  TWO STORY FRAME COACHHOUSE.,2845 S Keeley St,100093393,03/13/2006,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 2 STORY BRICK SINGLE FAMILY RESIDENCE WITH BASEMENT PER PLANS.  CONDITIONAL PERMIT, PENDING WRECKING PERMIT BEING ISSUED WITHIN 30 DAYS OF THIS PERMIT ISSUANCE, AND SUBJECT TO FIELD INSPECTION.",2845 S Keeley St,100093117,02/22/2006,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 4 STORY BLOCK RESIDENCE WITH GARAGE,1429 N Sedgwick St,100081788,03/13/2006,PERMIT - NEW CONSTRUCTION,Erect 10 D.U.s retail 6 story building  per plans.This is a conditional permit.,1429 N Sedgwick St,100079324,04/25/2006,27,37
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY FRAME WITH GARAGE,2208 W Addison St,100095492,03/13/2006,PERMIT - NEW CONSTRUCTION,Erect a 3 story 3B masonry apartment building with basement and detached 3 car garage with roof deck.  CONDITIONAL PERMIT PENDING WRECKING PERMIT ISSUANCE WITHIN 30 DAYS OF THIS PERMIT AND SUBJECT TO FIELD INSPECTION.,2208 W Addison St,100098196,02/27/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME 2 STORY 2 FLAT & GARAGE,1308 W Wellington Ave,100097091,03/14/2006,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY 3B MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT, PER PLANS [FAST TRACK - CONDITIONAL PERMIT PENDING FIELD INSPECTION AND APPROVED WRECKING PERMIT WITHIN 30 DAYS OF ISSUANCE]",1308 W Wellington Ave,100099955,03/09/2006,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE FRAME 2 STORY SINGLE FAMILY WITH GARAGE,3220 N Lakewood Ave,100096712,03/14/2006,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION OF MASONRY TYPE IIIB CONSTRUCTION SINGLE FAMILY HOME WITH DETACHED MASONRY TYPE IIIB CONSTRUCTION GARAGE W/ROOF DECK. CONDITIONAL PERMIT PENDING WRECKING PERMIT WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO SITE INSPECTION.,3220 N Lakewood Ave,100095936,02/22/2006,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE TWO STORY MULTI FAMILY FRAME RESIDENCE,2240 W Fletcher St,100097424,03/15/2006,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE. (CONDITIONAL PERMIT PENDING PROCUREMENT OF WRECKING PERMIT WITHIN 30DAYS OR PERMIT ISSUANCE AND SUBJECT TO FIELD INSPECTION.,2240 W Fletcher St,100098397,03/01/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK COMMERCIAL BUILDING,2931 N Milwaukee Ave,100081793,03/15/2006,PERMIT - NEW CONSTRUCTION,"erect 6du's masonry building with first floor office with detached 5 car garage.",2931 N Milwaukee Ave,100108201,05/01/2006,35,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK BUILDING.,3758 W Diversey Ave,100083923,03/15/2006,PERMIT - NEW CONSTRUCTION,"Erect new 2-Flat 2 story frame building with basement and parking pad as per plans.  CONDITIONAL PERMIT PENDING FIELD VERIFICATION, IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS OF THE DATE PRINTED ON THIS APPLICATION.",3758 W Diversey Ave,100078896,03/02/2006,30,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SFR,3232 N Seminary Ave,100093425,03/15/2006,PERMIT - NEW CONSTRUCTION,ERECT 3 STORY 3 UNIT IIIB MASONRY APARMENT BUILDING WITH BASEMENT PER PLANS. CONDITIONAL PERMIT PENDING WRECKING PERMIT ISSUANCE WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO FIELD INSPECTION.,3232 N Seminary Ave,100101536,03/14/2006,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME 2 STORY SINGLE FAMILY HOME WITH GARAGE,2214 W Cullom Ave,100097686,03/15/2006,PERMIT - NEW CONSTRUCTION,erect a new 2 story brick residence with a 2 car detached brick garage per plans. This is a cond. permit subject to review on site.Wrecking permit must be obtained before constructio  starts.,2214 W Cullom Ave,100095060,02/27/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE WITH A GARAGE.,1831 W Superior St,100086469,03/16/2006,PERMIT - NEW CONSTRUCTION,ERECT MASONRY SINGLE FAMILY RESIDENCE WITH DETACHED 2 CAR MASONRY GARAGE,1831 W Superior St,100086024,02/09/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK/REMOVE 1 STORY BRICK BUILDING.,2654 N Marshfield Ave,100083213,03/16/2006,PERMIT - NEW CONSTRUCTION,Erect a new two story and basment single family house with attached garage as per plans.,2654 N Marshfield Ave,100068532,02/08/2006,32,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING WITH GARAGE,1916 N Kedzie Ave,100088015,03/16/2006,PERMIT - NEW CONSTRUCTION,"Erect a four dwelling masonry building with detached two car masonry garage with a 6' high 10' long wood fence and 6' high wood trash enclosure as per plans.",1916 N Kedzie Ave,100079302,03/29/2006,1,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE WITH GARAGE,5077 N Kimberly Ave,100095993,03/16/2006,PERMIT - NEW CONSTRUCTION,Erect a new 2 story 4A single family residence with basement and 2 car frame garage.  CONDITIONAL PERMIT PENDING WRECKING PERMIT BEING ISSUED WITHIN 30 DAYS OF THIS PERMIT ISSUANCE AND SUBJECT TO FIELD INSPECTION.,5077 N Kimberly Ave,100096623,02/17/2006,39,14
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE A  BRICK SINGLE FAMILY RESIDENCE AND GARAGE.,2023 W School St,100093712,03/16/2006,PERMIT - NEW CONSTRUCTION,New masonry IIIB construction single family residence with basement + detached masonry garage. CONDITION PERMIT PENDING WRECKING PERMIT ISSUANCE WITHIN 30 DAYS OF THIS PERMIT AND SUBJECT TO SITE INSPECTION.,2023 W School St,100093194,02/22/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY BRICK BUILDING.,1439 N Elk Grove Ave,100100028,03/16/2006,PERMIT - NEW CONSTRUCTION,ERECT NEW 3 STORY; 3 B SINGLE FAMILY RESIDENCE WITH BASEMENT WITH DETACHED GARAGE AS PER PLANS. (CONDITIONAL PERMIT SUBJECT TO FILED INSPECTION),1439 N Elk Grove Ave,100104236,04/03/2006,2,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SINGLE FAMILY RESIDENCE AND A GARAGE.,4213 N Keeler Ave,100095226,03/16/2006,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION OF 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED 2 CAR FRAME GARAGE,4213 N Keeler Ave,100097170,03/02/2006,39,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 UNIT 2 STORY BRICK BUILDING,1318 N Wolcott Ave,100088972,03/16/2006,PERMIT - NEW CONSTRUCTION,"ERECT STORY 3 D.U. MASONRY BUILDING WITH DETACHED 3 CAR MASONRY GARAGE AS PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. IN ADDITION, THIS PERMIT WILL BE VOID IF A WRECKING PERMIT IS NOT ON SITE WITHIN 30 DAYS OF THE DATE PRINTED ON THIS PERMIT.",1318 N Wolcott Ave,100090969,01/31/2006,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY AND GARAGE,2437 W Cuyler Ave,100100015,03/17/2006,PERMIT - NEW CONSTRUCTION,Erect New single family residence with basement and detached garage with roof deck. CONDITIONAL PERMIT PENDING WRECKING PERMIT ISSUED WITHIN 30 DAYS OF THIS PERMIT AND SUBJECT TO SITE INSPECTION,2437 W Cuyler Ave,100095801,03/21/2006,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK WITH FRAME GARAGE,11300 S Troy St,100097848,03/20/2006,PERMIT - NEW CONSTRUCTION,"Erect 2 story with basement single family Frame (Type 4A) residence with detached frame garage, side drive & fence. Conditional Permit pending wrecking permit issuance within 30 days of this permit and Subject to site inspection.",11300 S Troy St,100093390,03/02/2006,19,73
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1 STORY FRAME,5663 W Higgins Ave,100077437,03/20/2006,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY MASONRY 6 D.U. BUILDING WITH DETACHED GARAGE, FENCING & TRASH ENCLOSURE AS PER PLANS.  PROTOTYPE: 1515 W. DIVERSEY(conditional permit subject to field inspection)",5663 W Higgins Ave,100066695,02/21/2006,45,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVAL OF A ONE (1) STORY SINGLE FAMILY FRAME RESIDENCE,3502 N Whipple St,100085128,03/20/2006,PERMIT - NEW CONSTRUCTION,"Erect frame 2STORY SFR WITH FRONT PORCH, REAR DECK AND DETACHED GARAGE. CONDITIONAL PERMIT SUBJECT TO SITE INSPECTION.",3502 N Whipple St,100097566,02/28/2006,33,22
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENC & GARAGE,902 W Diversey Pkwy,100095457,03/21/2006,PERMIT - NEW CONSTRUCTION,"Erect a 4 story, 4 unit, 3B masonry apartment building with basement.  CONDITIONAL PERMIT SUBJECT TO FIELD CONDITION",902 W Diversey Pkwy,100095865,02/28/2006,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK /FRAME,1734 W Wabansia Ave,100068396,03/21/2006,PERMIT - NEW CONSTRUCTION,erct new 3 story masonry residence with basement and attached garage as per plans.  CONDITIONAL PERMIT PENDING FIELD VERIFICATION,1734 W Wabansia Ave,100071887,03/24/2006,32,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING COMMERCIAL BUILDING,6720 W Archer Ave,100099054,03/21/2006,PERMIT - NEW CONSTRUCTION,"erect new 1-story,4704 sq.ft McDonald's restaurant as per plans.",6720 W Archer Ave,100083855,02/28/2006,23,53
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME,5358 N Central Ave,100029095,03/21/2006,PERMIT - NEW CONSTRUCTION,ERECT A  NEW 3 STORY BRICK 6. D.U. RESIDENTIAL BUILDING PER PLANS. NO BASEMENT. THIS IS A COND. PERMIT SUBJECT TO REVIEW ON SITE.,5358 N Central Ave,100097548,03/02/2006,45,11
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING VACANT RESTAURANT,7555 N Western Ave,100100855,03/21/2006,PERMIT - NEW CONSTRUCTION,"Erect a new two story masonry bank building with a drive through facility, fence and trash enclosure as per plan.",7555 N Western Ave,100067638,04/20/2006,49,20
PERMIT - WRECKING/DEMOLITION,WRECKING DEMOLITION OF A 2 STORY FRAME BUILDING,3328 N Troy St,100099916,03/22/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STORY SFR W/ NEW DETACHED GARAGE AS PER PLANS (CONDITIONAL PERMIT PENDING PROCUREMENT OF WRECKING PERMIT WITHIN 30 DAYS OF INTAKE DATE, 2.22.06, AND SUBJECT TO FIELD INSPECTION)",3328 N Troy St,100097245,04/06/2006,33,22
PERMIT - WRECKING/DEMOLITION,DEMOLITION AND REMOVAL OF SINGLE FAMILY RESIDENCE AND 2 GARAGES.,3427 W 115th Pl,100100838,03/22/2006,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STORY SINGLE FAMILY RESIDENCE WITH PARTIAL BASEMENT AND DETACHED 2 CAR FRAME GARAGE.  CONDITIONAL PERMIT, SUBJECT TO FIELD INSPECTION. - Loc = ; - BCA15 = 15/; - BCA20 = 5/; - Motors = 1/2; - Applinc = 2/3000; - SVC1 = 1/120/240/1/3/200; - CDLVS1 = PHONE//1; - CDLVS2 = BURGLAR//1; - Req-Fire-Alm = N; - Req-Em-Sys = N; - Req-Maint = N;",3427 W 115th Pl,100098674,03/07/2006,19,73
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A RESIDENTIAL BUILDING.,3023 N Damen Ave,100082757,03/22/2006,PERMIT - NEW CONSTRUCTION,ERECT 3 DU MASONRY BUILDING WITH DETATCHED 3 CAR MASONRY GARAGE. Prototype:1233 N. Cleaver,3023 N Damen Ave,100085045,03/01/2006,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY BRICK BUILDING.,1655 W School St,100075276,03/22/2006,PERMIT - NEW CONSTRUCTION,"ERECT 9 DU MASONRY BUILDING WITH FIRST FLOOR OFFICEs AND 6' HIGH 3'x8' MASONRY TRASH ENCLOSURE",1655 W School St,100085010,05/02/2006,47,57
